16S.B-Divvier,0-0.1,0,0.043241,0.010049,361,0,18,0,1312.0000,1214.1376,68.0000,0.2685,1431.0000,1398.1545,63.0000,0.0676
16S.B-Divvier,0-0.1,0,0.043241,0.010049,361,0,21,1,790.0000,853.2561,43.0000,0.2211,1245.0000,1262.7668,49.5000,0.0494
16S.B-Divvier,0-0.1,0,0.064129,0.012799,562,0,16,1,18413.0000,12500.8664,410.5000,0.6154,13358.0000,12629.0586,403.5000,0.2879
16S.B-Divvier,0-0.1,0,0.064129,0.012799,562,0,21,0,15356.0000,10971.3919,398.0000,0.5331,13246.0000,12639.0341,392.5000,0.2808
16S.B-Divvier,0-0.1,0,0.095544,0.017847,685,0,20,0,23007.0000,16530.6374,510.0000,0.7092,23348.0000,24175.1682,509.5000,0.3668
16S.B-Divvier,0-0.1,0,0.095544,0.017847,685,0,21,1,24360.0000,17589.0974,505.5000,0.7010,24049.0000,24216.2836,535.0000,0.3767
16S.B-Divvier,0-0.1,1,0.043241,0.010004,360,0,17,0,1314.0000,1118.3720,67.5000,0.2646,1368.0000,1191.1524,63.5000,0.0681
16S.B-Divvier,0-0.1,1,0.043241,0.010004,360,0,17,1,1089.0000,1088.4572,60.5000,0.2796,1323.0000,1341.5525,57.5000,0.0536
16S.B-Divvier,0-0.1,1,0.063049,0.010983,441,0,20,0,14008.0000,9385.1226,309.0000,0.4828,10623.0000,9731.6262,312.0000,0.2293
16S.B-Divvier,0-0.1,1,0.063049,0.010983,441,0,22,1,12435.0000,7966.8452,301.0000,0.4211,10689.0000,9511.8785,320.0000,0.2356
16S.B-Divvier,0-0.1,1,0.095544,0.017493,622,0,20,0,23608.0000,16040.2921,471.0000,0.6552,17849.0000,17301.4274,472.5000,0.3445
16S.B-Divvier,0-0.1,1,0.095544,0.017493,622,0,20,1,15901.0000,11922.7395,470.0000,0.6623,17825.0000,17002.5781,481.5000,0.3409
16S.B-Divvier,0-0.1,2,0.043241,0.009967,359,0,17,1,882.0000,785.1051,64.5000,0.2741,865.0000,782.4858,48.5000,0.0517
16S.B-Divvier,0-0.1,2,0.043241,0.009967,359,0,21,0,1591.0000,1597.1324,61.0000,0.2325,1492.0000,1266.9815,48.0000,0.0570
16S.B-Divvier,0-0.1,2,0.067151,0.011957,373,0,16,1,1737.0000,1579.8899,77.0000,0.3423,1193.0000,1162.1919,60.0000,0.0644
16S.B-Divvier,0-0.1,2,0.067151,0.011957,373,0,17,0,1348.0000,1209.4561,71.5000,0.2734,1028.0000,1032.0514,64.0000,0.0656
16S.B-Divvier,0-0.1,2,0.081792,0.017002,611,0,22,1,9278.0000,6015.8168,455.0000,0.6121,7560.0000,4785.0672,507.0000,0.4268
16S.B-Divvier,0-0.1,2,0.081792,0.017002,611,0,23,0,8898.0000,6459.0711,445.0000,0.5877,7483.0000,4691.1105,494.5000,0.3947
16S.B-Divvier,0-0.1,3,0.043241,0.00993,358,0,19,1,922.0000,947.6877,52.5000,0.2506,1344.0000,1362.0206,58.5000,0.0509
16S.B-Divvier,0-0.1,3,0.043241,0.00993,358,0,21,0,1527.0000,1536.1227,57.0000,0.2196,1126.0000,1115.2811,51.0000,0.0435
16S.B-Divvier,0-0.1,3,0.067151,0.010678,365,0,20,1,603.0000,606.9003,68.5000,0.2553,1720.0000,1454.6484,64.5000,0.0619
16S.B-Divvier,0-0.1,3,0.067151,0.010678,365,0,23,0,2012.0000,1859.9027,59.5000,0.2254,1355.0000,1172.8521,59.0000,0.0620
16S.B-Divvier,0-0.1,3,0.081792,0.016995,609,0,21,1,7275.0000,4613.5448,453.0000,0.6250,7335.0000,5330.4793,511.0000,0.4164
16S.B-Divvier,0-0.1,3,0.081792,0.016995,609,0,22,0,7503.0000,5307.5687,460.0000,0.6369,7509.0000,5000.0850,516.5000,0.4165
16S.B-Divvier,0-0.1,4,0.043241,0.009902,357,0,15,1,1610.0000,1576.7295,66.5000,0.2782,928.0000,867.4491,52.5000,0.0630
16S.B-Divvier,0-0.1,4,0.043241,0.009902,357,0,16,0,1459.0000,1393.2394,65.5000,0.2869,1512.0000,1508.6696,56.5000,0.0649
16S.B-Divvier,0-0.1,4,0.067151,0.01047,363,0,19,0,1197.0000,1142.1742,75.0000,0.2595,1407.0000,1303.9854,57.0000,0.0508
16S.B-Divvier,0-0.1,4,0.067151,0.01047,363,0,21,1,1330.0000,1427.6652,67.5000,0.2350,1420.0000,1174.0273,61.5000,0.0653
16S.B-Divvier,0-0.1,4,0.081792,0.016946,606,0,20,0,7432.0000,4888.9001,463.0000,0.6453,6970.0000,5010.3493,508.0000,0.4196
16S.B-Divvier,0-0.1,4,0.081792,0.016946,606,0,20,1,6968.0000,4593.9922,434.0000,0.6440,7413.0000,5485.0098,503.5000,0.4132
16S.B-Divvier,0-0.1,5,0.043241,0.009873,356,0,19,0,1212.0000,1196.3896,49.5000,0.2215,1212.0000,1221.1585,53.5000,0.0608
16S.B-Divvier,0-0.1,5,0.043241,0.009873,356,0,20,1,1277.0000,1379.1965,63.0000,0.2458,1398.0000,1377.8128,53.0000,0.0588
16S.B-Divvier,0-0.1,5,0.07369,0.016162,257,0,17,1,2130.0000,1347.3329,195.0000,0.3179,2526.0000,1554.4440,209.5000,0.1728
16S.B-Divvier,0-0.1,5,0.07369,0.016162,257,0,20,0,2225.0000,1908.9673,188.0000,0.2677,2603.0000,1611.2840,209.5000,0.1734
16S.B-Divvier,0-0.1,5,0.081792,0.017027,588,0,19,0,8611.0000,6108.8545,429.0000,0.6235,8350.0000,6422.5051,493.5000,0.3883
16S.B-Divvier,0-0.1,5,0.081792,0.017027,588,0,20,1,8136.0000,6086.3667,440.0000,0.6074,8283.0000,6251.0478,493.5000,0.4032
16S.B-Divvier,0-0.1,6,0.043241,0.009844,355,0,19,0,1350.0000,1461.9282,57.5000,0.2371,1424.0000,1424.3665,51.5000,0.0552
16S.B-Divvier,0-0.1,6,0.043241,0.009844,355,0,19,1,1755.0000,1656.0876,61.0000,0.2479,1324.0000,1395.0663,55.0000,0.0599
16S.B-Divvier,0-0.1,6,0.056509,0.012406,246,0,17,1,963.0000,734.9320,124.0000,0.2537,987.0000,863.4425,119.5000,0.1074
16S.B-Divvier,0-0.1,6,0.056509,0.012406,246,0,20,0,886.0000,777.6349,118.0000,0.2388,1080.0000,940.7401,114.0000,0.0947
16S.B-Divvier,0-0.1,6,0.081792,0.017031,587,0,18,1,7792.0000,5285.3257,448.0000,0.6581,7388.0000,5227.7751,490.5000,0.3958
16S.B-Divvier,0-0.1,6,0.081792,0.017031,587,0,20,0,8210.0000,5684.1830,434.0000,0.6215,7724.0000,5364.2584,488.0000,0.4058
16S.B-Divvier,0-0.1,7,0.043241,0.009521,348,0,16,0,1238.0000,1072.6248,54.0000,0.2543,1346.0000,1088.5311,55.0000,0.0670
16S.B-Divvier,0-0.1,7,0.043241,0.009521,348,0,16,1,813.0000,757.8780,68.0000,0.2745,1235.0000,1235.2388,54.0000,0.0570
16S.B-Divvier,0-0.1,7,0.063049,0.01132,215,0,19,1,5031.0000,4039.4765,158.0000,0.2297,4712.0000,4438.4132,163.5000,0.1134
16S.B-Divvier,0-0.1,7,0.063049,0.01132,215,0,20,0,4977.0000,3823.7526,163.0000,0.2213,4764.0000,4545.7974,157.5000,0.1108
16S.B-Divvier,0-0.1,7,0.081792,0.017055,585,0,19,1,7951.0000,5502.3235,449.0000,0.6439,7125.0000,5326.3222,500.0000,0.3992
16S.B-Divvier,0-0.1,7,0.081792,0.017055,585,0,20,0,8087.0000,5734.5301,454.0000,0.6400,6955.0000,5096.0967,493.5000,0.4038
16S.B-Divvier,0-0.1,8,0.043241,0.009508,347,0,20,0,1843.0000,1831.1013,58.5000,0.2265,757.0000,707.4913,48.5000,0.0488
16S.B-Divvier,0-0.1,8,0.043241,0.009508,347,0,22,1,896.0000,870.8375,53.0000,0.2016,1093.0000,1030.9927,49.0000,0.0527
16S.B-Divvier,0-0.1,8,0.056509,0.012624,209,0,20,0,2222.0000,2449.9718,105.0000,0.1791,834.0000,732.7360,102.0000,0.0874
16S.B-Divvier,0-0.1,8,0.056509,0.012624,209,0,20,1,746.0000,643.7220,102.0000,0.1986,761.0000,737.5202,99.0000,0.0836
16S.B-Divvier,0-0.1,8,0.081792,0.017074,583,0,20,0,7309.0000,4890.7809,432.0000,0.6185,7026.0000,5503.4596,488.5000,0.3876
16S.B-Divvier,0-0.1,8,0.081792,0.017074,583,0,20,1,8043.0000,5834.0878,433.0000,0.6212,6692.0000,5288.6777,489.0000,0.3952
16S.B-Divvier,0-0.1,9,0.043241,0.009494,346,0,16,0,1783.0000,1710.7276,56.5000,0.2488,1500.0000,1435.2575,57.5000,0.0618
16S.B-Divvier,0-0.1,9,0.043241,0.009494,346,0,19,1,984.0000,933.7173,63.0000,0.2541,754.0000,757.3110,56.5000,0.0592
16S.B-Divvier,0-0.1,9,0.056509,0.012648,208,0,20,0,855.0000,786.7090,99.0000,0.1815,1016.0000,855.7570,98.0000,0.0841
16S.B-Divvier,0-0.1,9,0.056509,0.012648,208,0,20,1,805.0000,687.3216,101.0000,0.2107,921.0000,795.2880,104.0000,0.0876
16S.B-Divvier,0.1-0.2,0,0.122405,0.026451,947,0,19,0_35,24257.0000,18574.8294,729.0000,1.0414,24888.0000,20265.3257,794.0000,0.6531
16S.B-Divvier,0.1-0.2,0,0.136393,0.039029,456,0,19,0_51,6206.0000,4607.5890,333.0000,0.6244,6679.0000,4366.2724,368.0000,0.3637
16S.B-Divvier,0.1-0.2,0,0.17235,0.022067,742,0,17,0,27326.0000,20517.2706,560.5000,0.8597,24764.0000,24834.3644,599.5000,0.4587
16S.B-Divvier,0.1-0.2,0,0.193081,0.022997,745,0,20,0_15,17651.0000,12919.5721,542.0000,0.7608,17442.0000,15758.6463,595.0000,0.4814
16S.B-Divvier,0.1-0.2,1,0.111022,0.024908,923,0,19,0_35,23737.0000,15710.2456,712.0000,0.9979,20822.0000,15616.0211,784.0000,0.6500
16S.B-Divvier,0.1-0.2,1,0.136393,0.038544,450,0,22,0_51,5451.0000,4294.1212,334.0000,0.5208,6327.0000,4634.1231,372.0000,0.3639
16S.B-Divvier,0.1-0.2,1,0.166665,0.042188,480,0,20,0_63,6027.0000,5368.3863,339.0000,0.6240,7825.0000,5769.4422,361.0000,0.3753
16S.B-Divvier,0.1-0.2,1,0.177005,0.031322,536,0,19,0_180,8426.0000,5928.6987,368.5000,0.6626,8130.0000,6763.7561,377.0000,0.3655
16S.B-Divvier,0.1-0.2,2,0.117863,0.021293,739,0,23,0,21998.0000,15215.0772,541.0000,0.7155,19728.0000,18811.0804,596.5000,0.4435
16S.B-Divvier,0.1-0.2,2,0.136393,0.038516,449,0,20,0_51,4925.0000,4195.1558,313.0000,0.4986,6164.0000,4696.4218,338.0000,0.3547
16S.B-Divvier,0.1-0.2,2,0.154284,0.017885,386,0,20,0_22,1504.0000,1627.0821,74.5000,0.3142,1108.0000,1041.9655,69.5000,0.0889
16S.B-Divvier,0.1-0.2,2,0.177005,0.031027,534,0,23,0_180,6316.0000,5119.6773,370.0000,0.6048,7906.0000,6055.3279,378.5000,0.3857
16S.B-Divvier,0.1-0.2,3,0.117863,0.021265,738,0,18,0_17,21048.0000,14518.5560,531.5000,0.8108,18372.0000,16880.3393,591.0000,0.4452
16S.B-Divvier,0.1-0.2,3,0.136393,0.038522,447,0,20,0_63,5678.0000,4228.5274,336.0000,0.6068,5306.0000,3961.2899,338.0000,0.3558
16S.B-Divvier,0.1-0.2,3,0.154284,0.017304,385,0,23,0,1649.0000,1583.3818,84.0000,0.2642,1647.0000,1437.6676,50.0000,0.0758
16S.B-Divvier,0.1-0.2,3,0.177005,0.030874,532,0,22,0_180,10405.0000,7927.1919,370.0000,0.6274,6959.0000,5426.2528,373.5000,0.3720
16S.B-Divvier,0.1-0.2,4,0.111022,0.019811,704,0,20,0_35,12499.0000,8040.7447,549.0000,0.7690,11609.0000,8838.4681,587.0000,0.4983
16S.B-Divvier,0.1-0.2,4,0.136393,0.03255,366,0,18,0_49,3072.0000,2608.8963,276.0000,0.4384,5338.0000,3681.7925,292.5000,0.3078
16S.B-Divvier,0.1-0.2,4,0.154284,0.0168,384,0,19,0,1586.0000,1316.8007,92.0000,0.2991,1539.0000,1383.1121,72.0000,0.0834
16S.B-Divvier,0.1-0.2,4,0.177005,0.030841,528,0,20,0_180,7012.0000,5600.1814,370.0000,0.6577,7311.0000,6626.8233,377.0000,0.3818
16S.B-Divvier,0.1-0.2,5,0.111022,0.019775,703,0,19,0_35,11293.0000,7184.8221,556.0000,0.7468,11144.0000,7347.2000,589.5000,0.4979
16S.B-Divvier,0.1-0.2,5,0.136393,0.032577,365,0,21,0_49,4049.0000,3343.4886,272.0000,0.4103,4911.0000,3804.5247,302.0000,0.3195
16S.B-Divvier,0.2-0.3,0,0.217,0.045965,470,0,18,0_64,8308.0000,5148.2661,352.5000,0.8587,8295.0000,6435.5420,368.5000,0.5488
16S.B-Divvier,0.2-0.3,0,0.226008,0.056723,773,0,20,0_97,14424.0000,11005.6514,555.0000,0.9653,15159.0000,13587.3630,615.0000,0.6528
16S.B-Divvier,0.2-0.3,0,0.265223,0.060131,364,0,18,0_11,2051.0000,1929.5842,222.5000,0.4874,2837.0000,2343.3564,249.0000,0.3421
16S.B-Divvier,0.2-0.3,0,0.297041,0.034964,542,0,18,0_255,7403.0000,5551.7105,387.5000,0.7062,7880.0000,6301.6817,389.5000,0.4238
16S.B-Divvier,0.2-0.3,1,0.217,0.043018,449,0,19,0_64,8100.0000,4979.0049,338.0000,0.7365,8449.0000,5303.8982,367.5000,0.5258
16S.B-Divvier,0.2-0.3,1,0.226008,0.056674,771,0,22,0_97,14739.0000,12338.8529,558.0000,0.9284,14831.0000,12906.6757,625.0000,0.6685
16S.B-Divvier,0.2-0.3,1,0.265223,0.059959,363,0,17,0_11,1966.0000,1797.7497,208.0000,0.5104,3063.0000,2592.1227,239.0000,0.3288
16S.B-Divvier,0.2-0.3,1,0.279295,0.098989,254,0,21,0,2162.0000,2062.5208,153.0000,0.3830,2257.0000,1827.6096,189.0000,0.2898
16S.B-Divvier,0.2-0.3,2,0.217,0.042868,448,0,20,0_64,8933.0000,6326.9625,331.5000,0.7105,8642.0000,5987.9813,371.0000,0.5336
16S.B-Divvier,0.2-0.3,2,0.226008,0.056694,770,0,19,0_97,10825.0000,8746.9156,543.5000,0.9463,12701.0000,9839.2344,589.5000,0.6322
16S.B-Divvier,0.2-0.3,2,0.265223,0.059926,362,0,18,0_11,1357.0000,1474.9485,193.0000,0.4516,3177.0000,2851.2189,237.0000,0.3135
16S.B-Divvier,0.2-0.3,2,0.291137,0.0994,249,0,20,0_88,687.0000,666.4653,111.5000,0.3857,884.0000,798.2769,122.0000,0.3000
16S.B-Divvier,0.2-0.3,3,0.217,0.042913,447,0,18,0_64,8130.0000,5020.1524,333.5000,0.7384,8344.0000,5158.3761,368.0000,0.5152
16S.B-Divvier,0.2-0.3,3,0.237352,0.060033,644,0,22,0_50,11311.0000,7782.5920,490.5000,0.9708,11598.0000,10417.2090,505.0000,0.6745
16S.B-Divvier,0.2-0.3,3,0.254192,0.05342,282,0,18,0_256,2508.0000,2393.1770,187.5000,0.4219,3162.0000,2803.3901,206.0000,0.3129
16S.B-Divvier,0.2-0.3,3,0.291137,0.09876,248,0,19,0_88,1138.0000,991.8992,98.0000,0.3471,834.0000,783.0428,118.0000,0.2645
16S.B-Divvier,0.2-0.3,4,0.217,0.040394,403,0,20,0_38,6451.0000,5070.0783,286.0000,0.6398,5854.0000,3876.2317,330.5000,0.4460
16S.B-Divvier,0.2-0.3,4,0.237352,0.059977,643,0,18,0_50,11562.0000,7070.6865,503.0000,1.0662,10333.0000,6932.8798,512.5000,0.7179
16S.B-Divvier,0.2-0.3,4,0.254192,0.048629,272,0,21,0_101,2802.0000,2519.5031,179.5000,0.3962,2901.0000,3323.2055,195.0000,0.2914
16S.B-Divvier,0.2-0.3,4,0.279295,0.098239,247,0,20,0,891.0000,804.8192,116.0000,0.3157,1843.0000,1689.2057,175.0000,0.2720
16S.B-Divvier,0.3-0.4,0,0.323742,0.084709,389,0,14,0_174,4581.0000,4012.7397,281.5000,0.5905,4505.0000,3454.7689,323.5000,0.4162
16S.B-Divvier,0.3-0.4,0,0.336299,0.063,856,0,17,0_41,28277.0000,21788.4504,578.0000,0.9832,26466.0000,27388.8190,651.0000,0.6226
16S.B-Divvier,0.3-0.4,0,0.366735,0.087959,833,0,19,0_164,16488.0000,13700.3143,636.5000,1.4536,12878.0000,11260.1807,670.5000,0.9663
16S.B-Divvier,0.3-0.4,0,0.390505,0.082475,910,0,24,0_59,21606.0000,15708.7495,616.5000,0.9047,21579.0000,20616.7093,664.5000,0.6566
16S.B-Divvier,0.3-0.4,1,0.323742,0.084819,388,0,17,0_174,3862.0000,3101.7640,255.0000,0.5702,4608.0000,3636.1832,328.0000,0.4210
16S.B-Divvier,0.3-0.4,1,0.334458,0.041204,620,0,21,0_87,8968.0000,6879.5567,423.5000,0.7440,10865.0000,9636.7685,488.0000,0.5738
16S.B-Divvier,0.3-0.4,1,0.366735,0.075457,713,0,16,0_118,12584.0000,7684.6396,557.5000,1.3172,11211.0000,8672.8770,578.5000,0.8584
16S.B-Divvier,0.3-0.4,1,0.390505,0.081291,907,0,18,0_41,24742.0000,19831.3578,579.5000,0.9570,29654.0000,21680.3313,654.5000,0.6377
16S.B-Divvier,0.3-0.4,2,0.314665,0.025795,384,0,22,0_108,1911.0000,1662.3944,180.0000,0.3349,1961.0000,1445.8544,204.0000,0.2061
16S.B-Divvier,0.3-0.4,2,0.334458,0.040605,617,0,23,0_51,11890.0000,10190.4981,438.0000,0.7230,15770.0000,14551.2618,465.5000,0.5659
16S.B-Divvier,0.3-0.4,2,0.37219,0.043609,628,0,24,0_156,9606.0000,7666.1184,446.0000,0.7333,11525.0000,10512.9628,474.5000,0.5935
16S.B-Divvier,0.3-0.4,2,0.395576,0.145579,611,0,20,0_77,5272.0000,4020.0107,294.5000,1.0157,8462.0000,6570.3479,425.5000,0.8447
16S.B-Divvier,0.3-0.4,3,0.314665,0.025615,383,0,17,0_96,2033.0000,1429.5265,200.5000,0.4465,2084.0000,1600.8073,202.5000,0.1822
16S.B-Divvier,0.3-0.4,3,0.334458,0.040466,616,0,21,0_51,10475.0000,9694.4016,448.0000,0.7657,12249.0000,11990.9857,475.0000,0.5775
16S.B-Divvier,0.3-0.4,3,0.371224,0.042521,625,0,19,0_108,10083.0000,8437.3861,450.0000,0.7506,10006.0000,8460.8464,469.5000,0.5589
16S.B-Divvier,0.3-0.4,3,0.395576,0.14519,603,0,22,0_77,3746.0000,4479.6103,273.5000,0.8821,7848.0000,5495.3901,450.0000,0.8138
16S.B-Divvier,0.3-0.4,4,0.314665,0.025486,382,0,19,0_96,1822.0000,1305.6539,205.0000,0.4213,2073.0000,1669.2600,200.5000,0.1927
16S.B-Divvier,0.3-0.4,4,0.334458,0.031686,528,0,18,0_53,8125.0000,6828.2635,390.5000,0.6320,10742.0000,10095.8984,408.0000,0.4577
16S.B-Divvier,0.3-0.4,4,0.371224,0.042101,623,0,21,0_123,11266.0000,8871.4426,435.5000,0.7040,12558.0000,12419.3142,473.5000,0.5703
